c_ClaveUnidad,Nombre,Descripción,Nota,Fecha de inicio de vigencia,Fecha de fin de vigencia,Símbolo,entry_status,create_date,create_by,update_date,update_by
N32,Poundal por pulgada,Unidad de tensión superficial de acuerdo con el sistema de unidad Imperial como cociente de poundal por pulgada.,,01/01/2022,,pdl/in,,,,,
N33,Libra-fuerza por yarda,Unidad de fuerza por unidad de longitud basado en el sistema Anglo-Americano de unidades.,,01/01/2022,,lbf/yd,,,,,
N34,Poundal segundo por pie cuadrado,Unidad de viscosidad no conforme al sistema internacional.,,01/01/2022,,(pdl/ft²)·s,,,,,
N35,Poise por pascal,"CGS (Centímetro-Gramo-Segundo sistema) unidad poise dividido por la unidad derivada del sistema internacional, pascal.",,01/01/2022,,P/Pa,,,,,
N36,Newton segundo por metro cuadrado,Unidad de la viscosidad dinámica como un producto de la unidad de la presión (newton por metro cuadrado) multiplicado con la unidad de base SI segundo.,,01/01/2022,,(N/m²)·s,,,,,
N37,Kilogramo por metro segundo,Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por segundo del sistema internacional de unidades.,,01/01/2022,,kg/(m·s),,,,,
N38,Kilogramo por metro minuto,Unidad de la viscosidad dinámica como un cociente de la unidad kilogramo del sistema internacional entre la unidad metro y por minuto del sistema internacional de unidades.,,01/01/2022,,kg/(m·min),,,,,
N39,Kilogramo por metro día,"Unidad de la viscosidad dinámica como un cociente de unidad base kilogramo dividido por la unidad base metro y por la unidad de día, ambas del sistema internacional. ",,01/01/2022,,kg/(m·d),,,,,
N40,Kilogramo por metro hora,"Unidad de la viscosidad dinámica como cociente de la unidad base kilogramo dividido por la unidad base metro y por unidad de hora, ambas del sistema internacional.",,01/01/2022,,kg/(m·h),,,,,
N41,Gramo por centímetro segundo,"Unidad de la viscosidad dinámica como un cociente del 0,001 veces de la unidad base kilogramo dividido por el 0,01 veces de la unidad base metro y la unidad base segundo, del sistema internacional de unidades.",,01/01/2022,,g/(cm·s),,,,,
N42,Poundal segundo por pulgada cuadrada,"Unidad de viscosidad dinámica no conforme al sistema internacional sino según el sistema Imperial de unidades, como producto de la  unidad de presión (poundal por pulgada cuadrada) multiplicada por la unidad base segundo, del sistema internacional de unidades.",,01/01/2022,,(pdl/in²)·s,,,,,
N43,Libra por pie minuto,Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades.,,01/01/2022,,lb/(ft·min),,,,,
N44,Libra por pie día,Unidad de la viscosidad dinámica según el sistema Anglo-Americano de unidades.,,01/01/2022,,lb/(ft·d),,,,,
N45,Metro cúbico por segundo pascal,"Potencia de la unidad metro del sistema internacional por el exponente 3 dividido por el producto de la unidad base segundo y la unidad derivada pascal, ambas del sistema internacional de unidades.",,01/01/2022,,(m³/s)/Pa,,,,,
N46,Pie poundal,Unidad de trabajo (trayectoria de fuerza),,01/01/2022,,ft·pdl,,,,,
N47,Pulgada poundal,Unidad de trabajo (fuerza multiplicado por trayectoria) de acuerdo con el sistema imperial de unidades como el producto de la unidad pulgada multiplicada por el poundal.,,01/01/2022,,in·pdl,,,,,
N48,Watt por centímetro cuadrado,"Unidad derivada del sistema internacional, watt, dividido por la potencia de la 0.01 parte de la unidad base del sistema internacional, metro al exponente 2.",,01/01/2022,,W/cm²,,,,,
N49,Watt por pulgada cuadrada,"Unidad derivada del sistema internacional, watt, dividido por la potencia de la unidad pulgada al exponente 2, de acuerdo al sistema de unidades Anglo-Americano y el sistema imperial de unidades.",,01/01/2022,,W/in²,,,,,
N50,Unidad térmica británica (tabla internacional) por pie cuadrado hora.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/(ft²·h),,,,,
N51,Unidad térmica británica (termoquímica) por pie cuadrado hora.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,Btuth/(ft²·h),,,,,
N52,Unidad térmica británica (termoquímico) por pie cuadrado minuto.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,Btuth/(ft²·min) ,,,,,
N53,Unidad térmica británica (tabla internacional) por pie cuadrado segundo.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/(ft²·s),,,,,
N54,Unidad térmica británica (termoquímica) por pie cuadrado segundo.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,Btuth/(ft²·s),,,,,
N55,Unidad térmica británica (tabla internacional) por pulgada cuadrada segundo.,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/(in²·s),,,,,
N56,Caloría (termoquímica) por centímetro cuadrado minuto,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,calth/(cm²·min),,,,,
N57,Caloría (termoquímica) por centímetro cuadrado segundo,Unidad del flujo superficial de calor según el sistema Imperial de unidades.,,01/01/2022,,calth/(cm²·s),,,,,
N58,Unidad térmica británica (tabla internacional) por pie cúbico,Unidad de la densidad de energía según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/ft³,,,,,
N59,Unidad térmica británica (termoquímica) por pie cúbico,Unidad de la densidad de energía según el sistema Imperial de unidades.,,01/01/2022,,Btuth/ft³,,,,,
N60,Unidad térmica británica (tabla internacional) por grado fahrenheit,Unidad de la capacidad calorífica según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/ºF,,,,,
N61,Unidad térmica británica (termoquímico) por grado fahrenheit,Unidad de la capacidad calorífica según el sistema Imperial de unidades.,,01/01/2022,,Btuth/ºF,,,,,
N62,Unidad térmica británica (tabla internacional) por grado rankine,Unidad de la capacidad calorífica según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/ºR,,,,,
N63,Unidad térmica británica (termoquímico) por grado rankine,Unidad de la capacidad calorífica según el sistema Imperial de unidades.,,01/01/2022,,Btuth/ºR,,,,,
N64,Unidad térmica británica (termoquímico) por libra grado rankine,Unidad de la capacidad calorífica (unidad térmica británica según la tabla internacional según el grado de Rankine) de acuerdo con el sistema Imperial de unidades dividido por la unidad avoirdupois libra según el sistema de avoirdupois de unidades.,,01/01/2022,,(Btuth/°R)/lb,,,,,
N65,Kilocaloría (tabla internacional) por gramo kelvin,"Unidad de la capacidad calorífica relacionada con la masa como cociente 1000 veces de la caloría (tabla internacional) dividido por el producto de 0,001 veces de las unidades de base kilogramo y kelvin.",,01/01/2022,,(kcalIT/K)/g,,,,,
N66,Unidad térmica británica (39 °f),Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 39 ° F.,,01/01/2022,,Btu (39 ºF) ,,,,,
N67,Unidad térmica británica (59 °f),Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 59 ° F.,,01/01/2022,,Btu (59 ºF),,,,,
N68,Unidad térmica británica (60 °f),Unidad de energía térmica según el sistema Imperial de unidades en una temperatura de referencia de 60 ° F.,,01/01/2022,,Btu (60 ºF) ,,,,,
N69,Caloría (20 °c),"Unidad para la cantidad de calor, que se requiere para que 1g de agua libre de aire a una presión constante de 101.325 kPa, se caliente a la presión de la atmósfera estándar a nivel del mar, de 19,5 ° C a 20,5 ° C.",,01/01/2022,,cal??,,,,,
N70,Quad,Unidad de energía de acuerdo al sistema imperial de unidades,,01/01/2022,,quad,,,,,
N71,Termia (energía comercial),"Unidad de energía calorífica en uso comercial, dentro de Estados Unidos definida como: 1 thm (EC) = 100 000 BtuIT.",,01/01/2022,,thm (EC),,,,,
N72,Termia (UEA),Unidad de energía térmica en uso comercial.,,01/01/2022,,thm (US),,,,,
N73,Unidad térmica británica (termoquímica) por libra,Unidad de la energía calorífica según el sistema imperial de unidades dividió por la unidad de la libra de avoirdupois según el sistema de avoirdupois de unidades.,,01/01/2022,,Btuth/lb,,,,,
N74,Unidad térmica británica (tabla internacional) por hora pie cuadrado grado fahrenheit.,Unidad del coeficiente de transición térmica según el sistema Imperial de unidades.,,01/01/2022,,BtuIT/(h·ft²·ºF),,,,,
N75,Unidad térmica británica (termoquímico) por hora pie cuadrado grado farenheit.,Unidad del coeficiente de transición térmica según el sistema imperial de unidades.,,01/01/2022,,Btuth/(h·ft²·ºF),,,,,
N76,Unidad térmica británica (tabla internacional) por segundo pie cuadrado grado fahrenheit.,Unidad del coeficiente de transición térmica según el sistema imperial de unidades.,,01/01/2022,,BtuIT/(s·ft²·ºF),,,,,
N77,Unidad térmica británica (termoquímico) por segundo pie cuadrado grado fahrenheit.,Unidad del coeficiente de transición térmica según el sistema imperial de unidades.,,01/01/2022,,Btuth/(s·ft²·ºF) ,,,,,
N78,Kilowatt por metro cuadrado kelvin,"1000 veces la unidad derivada watt, dividida por el producto de la potencia de unidad base, metro, por el exponente 2 y la unidad base, kelvin, del sistema internacional de unidades.",,01/01/2022,,kW/(m²·K),,,,,
N79,Kelvin por pascal,"Unidad base del sistema internacional kelvin, dividido entre pascal, unidad base del sistema internacional",,01/01/2022,,K/Pa,,,,,
N80,Watt por metro grado celsius,"Unidad derivada del sistema internacional, watt, dividido por el producto de la unidad base, metro, y la unidad de temperatura grados Celsius.",,01/01/2022,,W/(m·°C),,,,,
N81,Kilowatt por metro kelvin,"1000 veces de la unidad derivada, watt, dividido por el producto de la unidad de base metro y la unidad base kelvin, ambas del sistema internacional.",,01/01/2022,,kW/(m·K),,,,,
N82,Kilowatt por metro grado celsius,"1000 veces de la unidad derivada, watt, dividido por el producto de la unidad base metro y la unidad de temperatura grados Celsius.",,01/01/2022,,kW/(m·°C),,,,,
N83,Metro por grado celsius metro,,,01/01/2022,,m/(°C·m),,,,,
N84,Grado fahrenheit hora por unidad térmica británica (tabla internacional),"Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades.",,01/01/2022,,ºF/(BtuIT/h),,,,,
N85,Grado fahrenheit hora por unidad térmica británica (termoquímico),"Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades.",,01/01/2022,,ºF/(Btuth/h),,,,,
N86,Grado fahrenheit segundo por unidad térmica británica (tabla internacional),"Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades.",,01/01/2022,,ºF/(BtuIT/s),,,,,
N87,Grago fahrenheit segundo por unidad térmica británica (termoquímico),"Unidad no conforme al sistema internacional de unidades,de la resistencia térmica según el sistema Imperial de unidades.",,01/01/2022,,ºF/(Btuth/s),,,,,
N88,Grado fahrenheit hora pie cuadrado por unidad térmica británica (tabla internacional) pulgada,Unidad de resistencia térmica específica según el sistema Imperial de unidades,,01/01/2022,,ºF·h·ft²/(BtuIT·in),,,,,
N89,Grado fahrenheit hora pie cuadrado por unidad térmica británica (termoquímico) pulgada.,Unidad de resistencia térmica específica según el sistema Imperial de unidades,,01/01/2022,,ºF·h·ft²/(Btuth·in),,,,,
N90,Kilofaradio,"1000 veces del faradio, unidad derivada del sistema internacional",,01/01/2022,,kF,,,,,
N91,Joule recíproco,,,01/01/2022,,1/J,,,,,
N92,Picosiemens,0.000 000 000 001 veces de la unidad derivada  siemens del sistema internacional de unidades.,,01/01/2022,,pS,,,,,
N93,Amperio por pascal,Unidad base amperio dividido por la unidad derivada pascal.,,01/01/2022,,A/Pa,,,,,
N94,Franklin,"CGS (Centímetro-Gram-Segundo sistema) unidad de la carga eléctrica, donde la carga asciende exactamente a 1 franklin donde la fuerza de 1 dina sobre una carga igual se realiza a una distancia de 1 cm.",,01/01/2022,,Fr,,,,,
N95,Amperio minuto,Unidad de carga eléctrica que define la cantidad de carga acumulada por un flujo constante de un amperio por un minuto.,,01/01/2022,,A·min,,,,,
N96,Biot,"El número de Biot (Bi) es un número adimensional utilizado en cálculos de transmisión de calor. Su nombre hace honor al físico francés Jean Baptiste Biot (1774-1862) y relaciona la transferencia de calor por conducción dentro de un cuerpo y la transferencia de calor por convección en la superficie de dicho cuerpo. Biot en 1804, analizó la interacción entre la conducción en un sólido y la convección en sus superficies.",,01/01/2022,,Bi,,,,,
N97,Gilbert,"CGS (Centímetro-Gram-Segundo sistema) unidad de la fuerza magnetomotriz, que se define por el trabajo para aumentar el potencial magnético de un polo común positivo con 1 erg.",,01/01/2022,,Gi,,,,,
N98,Voltio por pascal,"Unidad derivada del sistema internacional, voltio, dividido entre la unidad derivada del sistema internacional, pascal.",,01/01/2022,,V/Pa,,,,,
N99,Picovoltio,"0.000 000 000 001 veces de la unidad derivada del sistema internacional, voltio.",,01/01/2022,,pV,,,,,
NA,Miligramo por kilogramo,,,01/01/2022,,mg/kg,,,,,
NAR,Número de artículos,Unidad de conteo que define el número de artículos ,,01/01/2022,,,,,,,
NB,barcaza,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NBB,Número de bobinas,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NC,Carro,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NCL,Número de células,"Unidad de conteo que define el número de células (célula: un espacio cerrado o circunscrito, cavidad o volumen)",,01/01/2022,,,,,,,
ND,Barril neto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NE,Litro neto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NEW,Newton,,,01/01/2022,,N,,,,,
NF,Mensaje,Unidad de conteo que define el número de mensajes,,01/01/2022,,,,,,,
NG,Galón neto (us),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NH,Hora del mensaje,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
NI,Galón imperial neto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
